id,lat,lng,distance in km from office
201844,51.9205376,4.5100435,0.009702035317809308
206311,51.9205376,4.5100435,0.009702035317809308
22310,51.9214966,4.506075,0.2929373240902943
20020,51.9224051,4.5139345,0.346248739474388
436807,51.9224817,4.5140063,0.35543945168402097
