id,lat,lng,distance in km from office
7818,37.8667538,-122.25909899999999,8778.432075086623
382013,37.39945,-5.971514,1810.7784293911568
381823,37.168004,-3.602987,1759.258973217775
382582,37.1768672,-3.608897,1758.4923314988007
382693,40.9702399,-5.661052,1442.5757419744702
